sequence_id,timestamp_us,x,y,w,h,class_id,confidence
2025_12_23_20_53_46_EVK4_mag7.3,13442300,657,378,59,48,0,0.7022
2025_12_23_20_53_46_EVK4_mag7.3,13482300,657,378,61,50,0,0.6617
2025_12_23_20_53_46_EVK4_mag7.3,13522300,651,373,52,46,0,0.6445
2025_12_23_20_53_46_EVK4_mag7.3,13562300,651,377,54,47,0,0.6388
2025_12_23_20_53_46_EVK4_mag7.3,13602300,650,377,54,47,0,0.6738
2025_12_23_20_53_46_EVK4_mag7.3,13642300,650,377,55,48,0,0.6838
2025_12_23_20_53_46_EVK4_mag7.3,13682300,650,378,56,48,0,0.7124
2025_12_23_20_53_46_EVK4_mag7.3,13722300,649,377,56,49,0,0.7034
2025_12_23_20_53_46_EVK4_mag7.3,13762300,649,377,56,49,0,0.6831
2025_12_23_20_53_46_EVK4_mag7.3,13802300,649,378,54,48,0,0.6851
2025_12_23_20_53_46_EVK4_mag7.3,13842300,649,378,53,47,0,0.7142
2025_12_23_20_53_46_EVK4_mag7.3,13882300,650,378,52,46,0,0.7537
2025_12_23_20_53_46_EVK4_mag7.3,13922300,650,378,49,43,0,0.7825
2025_12_23_20_53_46_EVK4_mag7.3,13962300,651,379,47,42,0,0.7798
2025_12_23_20_53_46_EVK4_mag7.3,14002300,651,379,46,41,0,0.7695
2025_12_23_20_53_46_EVK4_mag7.3,14042300,657,379,54,43,0,0.7236
2025_12_23_20_53_46_EVK4_mag7.3,14082300,657,379,53,42,0,0.735
2025_12_23_20_53_46_EVK4_mag7.3,14122300,658,379,52,42,0,0.7528
2025_12_23_20_53_46_EVK4_mag7.3,14162300,658,380,51,42,0,0.7582
2025_12_23_20_53_46_EVK4_mag7.3,14202300,658,379,51,43,0,0.7669
2025_12_23_20_53_46_EVK4_mag7.3,14242300,658,380,51,43,0,0.7673
2025_12_23_20_53_46_EVK4_mag7.3,14282300,659,380,53,45,0,0.7199
2025_12_23_20_53_46_EVK4_mag7.3,14322300,660,380,54,46,0,0.7152
2025_12_23_20_53_46_EVK4_mag7.3,14362300,661,380,54,46,0,0.7031
2025_12_23_20_53_46_EVK4_mag7.3,14402300,662,385,52,50,0,0.6904
2025_12_23_20_53_46_EVK4_mag7.3,14442300,662,385,53,51,0,0.6748
2025_12_23_20_53_46_EVK4_mag7.3,14482300,662,385,52,50,0,0.6763
2025_12_23_20_53_46_EVK4_mag7.3,14522300,662,385,52,50,0,0.7038
2025_12_23_20_53_46_EVK4_mag7.3,14562300,662,385,52,49,0,0.7011
2025_12_23_20_53_46_EVK4_mag7.3,14602300,662,385,53,51,0,0.6705
2025_12_23_20_53_46_EVK4_mag7.3,14642300,662,386,51,51,0,0.6875
2025_12_23_20_53_46_EVK4_mag7.3,14682300,662,386,50,48,0,0.7187
2025_12_23_20_53_46_EVK4_mag7.3,14722300,662,386,48,47,0,0.7169
2025_12_23_20_53_46_EVK4_mag7.3,14762300,663,386,48,47,0,0.7145
2025_12_23_20_53_46_EVK4_mag7.3,14802300,662,385,47,44,0,0.7652
2025_12_23_20_53_46_EVK4_mag7.3,14842300,662,385,46,43,0,0.7846
2025_12_23_20_53_46_EVK4_mag7.3,14882300,662,380,50,43,0,0.7596
2025_12_23_20_53_46_EVK4_mag7.3,14922300,663,378,49,47,0,0.7843
2025_12_23_20_53_46_EVK4_mag7.3,14962300,663,378,48,50,0,0.7373
2025_12_23_20_53_46_EVK4_mag7.3,15002300,663,378,48,50,0,0.7268
2025_12_23_20_53_46_EVK4_mag7.3,15042300,664,378,48,49,0,0.7087
2025_12_23_20_53_46_EVK4_mag7.3,15082300,664,377,47,48,0,0.6811
2025_12_23_20_53_46_EVK4_mag7.3,15122300,664,377,45,47,0,0.6925
2025_12_23_20_53_46_EVK4_mag7.3,15162300,664,377,44,44,0,0.7559
2025_12_23_20_53_46_EVK4_mag7.3,15202300,663,378,44,41,0,0.7871
2025_12_23_20_53_46_EVK4_mag7.3,15242300,663,378,43,40,0,0.7814
2025_12_23_20_53_46_EVK4_mag7.3,15282300,663,379,43,40,0,0.7785
2025_12_23_20_53_46_EVK4_mag7.3,15322300,663,379,43,41,0,0.7825
2025_12_23_20_53_46_EVK4_mag7.3,15362300,663,379,42,41,0,0.775
2025_12_23_20_53_46_EVK4_mag7.3,15402300,663,379,43,43,0,0.7608
2025_12_23_20_53_46_EVK4_mag7.3,15442300,664,379,44,44,0,0.7362
2025_12_23_20_53_46_EVK4_mag7.3,15482300,663,380,47,45,0,0.7057
2025_12_23_20_53_46_EVK4_mag7.3,15522300,663,380,47,45,0,0.6771
2025_12_23_20_53_46_EVK4_mag7.3,15562300,664,385,44,48,0,0.6687
2025_12_23_20_53_46_EVK4_mag7.3,15602300,663,385,44,48,0,0.6764
2025_12_23_20_53_46_EVK4_mag7.3,15642300,664,385,44,46,0,0.7031
2025_12_23_20_53_46_EVK4_mag7.3,15682300,664,385,45,47,0,0.6741
2025_12_23_20_53_46_EVK4_mag7.3,15722300,664,385,45,47,0,0.6478
2025_12_23_20_53_46_EVK4_mag7.3,15762300,663,380,46,45,0,0.6359
2025_12_23_20_53_46_EVK4_mag7.3,15802300,664,385,45,49,0,0.6096
2025_12_23_20_53_46_EVK4_mag7.3,15842300,664,385,46,48,0,0.6424
2025_12_23_20_53_46_EVK4_mag7.3,15882300,663,386,45,47,0,0.6656
2025_12_23_20_53_46_EVK4_mag7.3,15922300,663,386,45,49,0,0.6804
2025_12_23_20_53_46_EVK4_mag7.3,15962300,662,386,45,47,0,0.6992
2025_12_23_20_53_46_EVK4_mag7.3,16002300,662,386,45,47,0,0.7224
2025_12_23_20_53_46_EVK4_mag7.3,16042300,662,386,45,47,0,0.7139
2025_12_23_20_53_46_EVK4_mag7.3,16082300,662,386,45,45,0,0.7411
2025_12_23_20_53_46_EVK4_mag7.3,16122300,662,386,46,44,0,0.7676
2025_12_23_20_53_46_EVK4_mag7.3,16162300,662,386,47,44,0,0.7668
2025_12_23_20_53_46_EVK4_mag7.3,16202300,662,386,45,40,0,0.7956
2025_12_23_20_53_46_EVK4_mag7.3,16242300,663,372,48,54,0,0.5861
2025_12_23_20_53_46_EVK4_mag7.3,16282300,663,335,44,46,0,0.492
2025_12_23_20_53_46_EVK4_mag7.3,16322300,669,318,49,49,0,0.7768
2025_12_23_20_53_46_EVK4_mag7.3,16362300,671,303,48,47,0,0.7858
2025_12_23_20_53_46_EVK4_mag7.3,16402300,673,288,51,51,0,0.846
2025_12_23_20_53_46_EVK4_mag7.3,16442300,676,267,46,46,0,0.7044
2025_12_23_20_53_46_EVK4_mag7.3,16482300,678,251,45,54,0,0.6021
2025_12_23_20_53_46_EVK4_mag7.3,16522300,684,222,57,55,0,0.7823
2025_12_23_20_53_46_EVK4_mag7.3,16562300,686,206,52,56,0,0.6632
2025_12_23_20_53_46_EVK4_mag7.3,16602300,688,184,49,44,0,0.7349
2025_12_23_20_53_46_EVK4_mag7.3,16642300,690,167,58,56,0,0.7095
2025_12_23_20_53_46_EVK4_mag7.3,16682300,691,153,50,47,0,0.6844
2025_12_23_20_53_46_EVK4_mag7.3,16722300,697,117,53,50,0,0.734
2025_12_23_20_53_46_EVK4_mag7.3,16762300,699,102,60,57,0,0.7794
2025_12_23_20_53_46_EVK4_mag7.3,16802300,702,86,56,52,0,0.7654
2025_12_23_20_53_46_EVK4_mag7.3,16842300,705,63,53,54,0,0.6028
2025_12_23_20_53_46_EVK4_mag7.3,16882300,710,42,53,49,0,0.7406
2025_12_23_20_53_46_EVK4_mag7.3,16922300,713,12,47,48,0,0.5527
2025_12_23_20_53_46_EVK4_mag7.3,16962300,713,12,48,43,0,0.6741
2025_12_23_20_53_46_EVK4_mag7.3,17002300,712,19,46,48,0,0.3681
2025_12_23_20_53_46_EVK4_mag7.3,17042300,712,12,40,39,0,0.3462
2025_12_23_20_53_46_EVK4_mag7.3,19442300,709,11,50,43,0,0.7888
2025_12_23_20_53_46_EVK4_mag7.3,19482300,705,27,53,51,0,0.6892
2025_12_23_20_53_46_EVK4_mag7.3,19522300,703,48,53,54,0,0.7457
2025_12_23_20_53_46_EVK4_mag7.3,19562300,700,70,56,52,0,0.773
2025_12_23_20_53_46_EVK4_mag7.3,19602300,696,87,46,50,0,0.8189
2025_12_23_20_53_46_EVK4_mag7.3,19642300,695,103,57,58,0,0.7333
2025_12_23_20_53_46_EVK4_mag7.3,19682300,691,124,51,55,0,0.7488
2025_12_23_20_53_46_EVK4_mag7.3,19722300,688,147,48,52,0,0.8041
2025_12_23_20_53_46_EVK4_mag7.3,19762300,684,167,53,52,0,0.786
2025_12_23_20_53_46_EVK4_mag7.3,19802300,682,184,50,49,0,0.7346
2025_12_23_20_53_46_EVK4_mag7.3,19842300,678,206,46,47,0,0.6677
2025_12_23_20_53_46_EVK4_mag7.3,19882300,676,222,47,50,0,0.6874
2025_12_23_20_53_46_EVK4_mag7.3,19922300,674,244,46,50,0,0.7135
2025_12_23_20_53_46_EVK4_mag7.3,19962300,671,266,46,48,0,0.7952
2025_12_23_20_53_46_EVK4_mag7.3,20002300,669,282,47,55,0,0.7195
2025_12_23_20_53_46_EVK4_mag7.3,20042300,665,303,48,52,0,0.7027
2025_12_23_20_53_46_EVK4_mag7.3,20082300,663,325,47,49,0,0.7398
2025_12_23_20_53_46_EVK4_mag7.3,20122300,661,341,47,55,0,0.7574
2025_12_23_20_53_46_EVK4_mag7.3,20162300,658,363,48,47,0,0.7198
2025_12_23_20_53_46_EVK4_mag7.3,20202300,656,379,46,54,0,0.7233
2025_12_23_20_53_46_EVK4_mag7.3,20242300,651,401,51,49,0,0.7041
2025_12_23_20_53_46_EVK4_mag7.3,20282300,649,422,46,50,0,0.7537
2025_12_23_20_53_46_EVK4_mag7.3,20322300,647,439,53,55,0,0.8169
2025_12_23_20_53_46_EVK4_mag7.3,20362300,644,461,56,53,0,0.778
2025_12_23_20_53_46_EVK4_mag7.3,20402300,641,482,48,51,0,0.6776
2025_12_23_20_53_46_EVK4_mag7.3,20442300,638,499,59,61,0,0.7213
2025_12_23_20_53_46_EVK4_mag7.3,20482300,636,521,59,55,0,0.7824
2025_12_23_20_53_46_EVK4_mag7.3,20522300,633,543,50,51,0,0.8193
2025_12_23_20_53_46_EVK4_mag7.3,20562300,630,558,54,53,0,0.8167
2025_12_23_20_53_46_EVK4_mag7.3,20602300,628,575,53,52,0,0.6943
2025_12_23_20_53_46_EVK4_mag7.3,20642300,624,596,48,53,0,0.6431
2025_12_23_20_53_46_EVK4_mag7.3,20682300,622,617,47,50,0,0.7529
2025_12_23_20_53_46_EVK4_mag7.3,20722300,619,634,49,53,0,0.7465
2025_12_23_20_53_46_EVK4_mag7.3,20762300,617,655,47,49,0,0.7844
2025_12_23_20_53_46_EVK4_mag7.3,20802300,615,672,49,57,0,0.7378
2025_12_23_20_53_46_EVK4_mag7.3,20842300,611,693,49,53,0,0.7199
2025_12_23_20_53_46_EVK4_mag7.3,20882300,609,707,50,50,0,0.6872
2025_12_23_20_53_46_EVK4_mag7.3,20922300,609,708,45,52,0,0.5015
2025_12_23_20_53_46_EVK4_mag7.3,20962300,609,708,43,50,0,0.395
2025_12_23_20_53_46_EVK4_mag7.3,22682300,1101,709,47,43,0,0.8534
2025_12_23_20_53_46_EVK4_mag7.3,22722300,1104,693,44,49,0,0.6803
2025_12_23_20_53_46_EVK4_mag7.3,22762300,1106,678,47,54,0,0.6315
2025_12_23_20_53_46_EVK4_mag7.3,22802300,1110,650,54,49,0,0.7618
2025_12_23_20_53_46_EVK4_mag7.3,22842300,1113,633,46,50,0,0.8342
2025_12_23_20_53_46_EVK4_mag7.3,22882300,1116,617,55,58,0,0.8209
2025_12_23_20_53_46_EVK4_mag7.3,22922300,1118,596,47,55,0,0.7278
2025_12_23_20_53_46_EVK4_mag7.3,22962300,1122,573,48,52,0,0.7736
2025_12_23_20_53_46_EVK4_mag7.3,23002300,1124,557,60,57,0,0.827
2025_12_23_20_53_46_EVK4_mag7.3,23042300,1128,536,51,51,0,0.8164
2025_12_23_20_53_46_EVK4_mag7.3,23082300,1131,514,47,50,0,0.8098
2025_12_23_20_53_46_EVK4_mag7.3,23122300,1135,498,52,49,0,0.6744
2025_12_23_20_53_46_EVK4_mag7.3,23162300,1137,476,45,50,0,0.6617
2025_12_23_20_53_46_EVK4_mag7.3,23202300,1139,455,47,48,0,0.7701
2025_12_23_20_53_46_EVK4_mag7.3,23242300,1140,439,51,51,0,0.8111
2025_12_23_20_53_46_EVK4_mag7.3,23282300,1136,430,52,53,0,0.7823
2025_12_23_20_53_46_EVK4_mag7.3,23322300,1126,430,58,51,0,0.8729
2025_12_23_20_53_46_EVK4_mag7.3,23362300,1116,433,66,51,0,0.7799
2025_12_23_20_53_46_EVK4_mag7.3,23402300,1099,433,71,49,0,0.7317
2025_12_23_20_53_46_EVK4_mag7.3,23442300,1073,429,70,51,0,0.7419
2025_12_23_20_53_46_EVK4_mag7.3,23482300,1046,424,63,52,0,0.8278
2025_12_23_20_53_46_EVK4_mag7.3,23522300,1022,422,64,50,0,0.7443
2025_12_23_20_53_46_EVK4_mag7.3,23562300,1004,416,66,52,0,0.7776
2025_12_23_20_53_46_EVK4_mag7.3,23602300,979,411,65,45,0,0.7132
2025_12_23_20_53_46_EVK4_mag7.3,23642300,954,408,66,45,0,0.8082
2025_12_23_20_53_46_EVK4_mag7.3,23682300,937,407,64,43,0,0.7374
2025_12_23_20_53_46_EVK4_mag7.3,23722300,914,403,62,45,0,0.7785
2025_12_23_20_53_46_EVK4_mag7.3,23762300,897,402,63,43,0,0.7466
2025_12_23_20_53_46_EVK4_mag7.3,23802300,873,400,65,46,0,0.771
2025_12_23_20_53_46_EVK4_mag7.3,23842300,850,396,67,50,0,0.7504
2025_12_23_20_53_46_EVK4_mag7.3,23882300,833,394,65,50,0,0.8142
2025_12_23_20_53_46_EVK4_mag7.3,23922300,817,387,65,48,0,0.7181
2025_12_23_20_53_46_EVK4_mag7.3,23962300,793,385,68,49,0,0.826
2025_12_23_20_53_46_EVK4_mag7.3,24002300,776,380,64,45,0,0.6718
2025_12_23_20_53_46_EVK4_mag7.3,24042300,753,379,66,48,0,0.8104
2025_12_23_20_53_46_EVK4_mag7.3,24082300,730,377,60,41,0,0.6519
2025_12_23_20_53_46_EVK4_mag7.3,24122300,715,377,65,43,0,0.7094
2025_12_23_20_53_46_EVK4_mag7.3,24162300,697,372,67,48,0,0.7389
2025_12_23_20_53_46_EVK4_mag7.3,24202300,674,370,64,46,0,0.7726
2025_12_23_20_53_46_EVK4_mag7.3,24242300,651,366,62,48,0,0.6658
2025_12_23_20_53_46_EVK4_mag7.3,24282300,635,365,71,56,0,0.7999
2025_12_23_20_53_46_EVK4_mag7.3,24322300,617,363,72,57,0,0.7596
2025_12_23_20_53_46_EVK4_mag7.3,24362300,594,358,69,55,0,0.7831
2025_12_23_20_53_46_EVK4_mag7.3,24402300,577,355,69,54,0,0.8071
2025_12_23_20_53_46_EVK4_mag7.3,24442300,557,355,67,49,0,0.7528
2025_12_23_20_53_46_EVK4_mag7.3,24482300,538,351,70,50,0,0.7106
2025_12_23_20_53_46_EVK4_mag7.3,24522300,515,349,61,42,0,0.7333
2025_12_23_20_53_46_EVK4_mag7.3,24562300,500,348,67,44,0,0.7644
2025_12_23_20_53_46_EVK4_mag7.3,24602300,476,343,65,44,0,0.6642
2025_12_23_20_53_46_EVK4_mag7.3,24642300,459,342,61,44,0,0.8103
2025_12_23_20_53_46_EVK4_mag7.3,24682300,438,340,61,45,0,0.7489
2025_12_23_20_53_46_EVK4_mag7.3,24722300,420,335,69,53,0,0.7745
2025_12_23_20_53_46_EVK4_mag7.3,24762300,397,334,68,51,0,0.7581
2025_12_23_20_53_46_EVK4_mag7.3,24802300,380,332,68,52,0,0.7518
2025_12_23_20_53_46_EVK4_mag7.3,24842300,363,325,67,52,0,0.7944
2025_12_23_20_53_46_EVK4_mag7.3,24882300,342,324,70,51,0,0.7404
2025_12_23_20_53_46_EVK4_mag7.3,24922300,323,320,69,51,0,0.719
2025_12_23_20_53_46_EVK4_mag7.3,24962300,300,318,62,44,0,0.7812
2025_12_23_20_53_46_EVK4_mag7.3,25002300,285,318,66,46,0,0.742
2025_12_23_20_53_46_EVK4_mag7.3,25042300,262,313,67,48,0,0.7228
2025_12_23_20_53_46_EVK4_mag7.3,25082300,244,311,64,50,0,0.7739
2025_12_23_20_53_46_EVK4_mag7.3,25122300,222,310,64,48,0,0.8196
2025_12_23_20_53_46_EVK4_mag7.3,25162300,204,306,68,51,0,0.719
2025_12_23_20_53_46_EVK4_mag7.3,25202300,181,303,70,51,0,0.7697
2025_12_23_20_53_46_EVK4_mag7.3,25242300,165,302,66,49,0,0.7407
2025_12_23_20_53_46_EVK4_mag7.3,25282300,154,297,59,48,0,0.8008
2025_12_23_20_53_46_EVK4_mag7.3,25322300,152,296,58,47,0,0.7719
2025_12_23_20_53_46_EVK4_mag7.3,25362300,151,296,59,49,0,0.7243
2025_12_23_20_53_46_EVK4_mag7.3,25402300,144,296,52,45,0,0.6417
2025_12_23_20_53_46_EVK4_mag7.3,25442300,150,296,60,50,0,0.647
2025_12_23_20_53_46_EVK4_mag7.3,25482300,143,296,55,48,0,0.6458
2025_12_23_20_53_46_EVK4_mag7.3,25522300,142,296,54,47,0,0.661
2025_12_23_20_53_46_EVK4_mag7.3,25562300,143,296,55,48,0,0.6538
2025_12_23_20_53_46_EVK4_mag7.3,25602300,143,296,54,48,0,0.6587
2025_12_23_20_53_46_EVK4_mag7.3,25642300,143,296,57,49,0,0.6666
2025_12_23_20_53_46_EVK4_mag7.3,25682300,143,296,55,47,0,0.6638
2025_12_23_20_53_46_EVK4_mag7.3,25722300,151,296,60,50,0,0.6499
2025_12_23_20_53_46_EVK4_mag7.3,25762300,150,297,57,50,0,0.6235
2025_12_23_20_53_46_EVK4_mag7.3,25802300,150,297,57,49,0,0.6558
2025_12_23_20_53_46_EVK4_mag7.3,25842300,151,297,57,49,0,0.6777
2025_12_23_20_53_46_EVK4_mag7.3,25882300,151,297,57,50,0,0.704
2025_12_23_20_53_46_EVK4_mag7.3,25922300,152,297,57,50,0,0.7053
2025_12_23_20_53_46_EVK4_mag7.3,25962300,153,297,56,49,0,0.7124
2025_12_23_20_53_46_EVK4_mag7.3,26002300,153,297,56,49,0,0.7237
2025_12_23_20_53_46_EVK4_mag7.3,26042300,154,297,56,49,0,0.719
2025_12_23_20_53_46_EVK4_mag7.3,26082300,155,296,55,49,0,0.7064
2025_12_23_20_53_46_EVK4_mag7.3,26122300,155,296,54,48,0,0.7104
2025_12_23_20_53_46_EVK4_mag7.3,26162300,155,297,54,48,0,0.7035
2025_12_23_20_53_46_EVK4_mag7.3,26202300,155,297,55,48,0,0.7227
2025_12_23_20_53_46_EVK4_mag7.3,26242300,156,297,54,48,0,0.703
2025_12_23_20_53_46_EVK4_mag7.3,26282300,156,297,54,47,0,0.7015
2025_12_23_20_53_46_EVK4_mag7.3,26322300,156,297,52,46,0,0.695
2025_12_23_20_53_46_EVK4_mag7.3,26362300,156,297,52,47,0,0.7044
2025_12_23_20_53_46_EVK4_mag7.3,26402300,156,297,53,47,0,0.6886
2025_12_23_20_53_46_EVK4_mag7.3,26442300,156,297,52,45,0,0.6901
2025_12_23_20_53_46_EVK4_mag7.3,26482300,156,297,52,46,0,0.6881
2025_12_23_20_53_46_EVK4_mag7.3,26522300,156,297,52,46,0,0.6953
2025_12_23_20_53_46_EVK4_mag7.3,26562300,156,297,53,46,0,0.6846
2025_12_23_20_53_46_EVK4_mag7.3,26602300,156,297,52,45,0,0.6796
2025_12_23_20_53_46_EVK4_mag7.3,26642300,157,297,51,44,0,0.6826
2025_12_23_20_53_46_EVK4_mag7.3,26682300,156,297,50,43,0,0.6802
2025_12_23_20_53_46_EVK4_mag7.3,26722300,157,297,51,43,0,0.6857
2025_12_23_20_53_46_EVK4_mag7.3,26762300,157,297,51,44,0,0.6702
2025_12_23_20_53_46_EVK4_mag7.3,26802300,157,297,50,44,0,0.682
2025_12_23_20_53_46_EVK4_mag7.3,26842300,157,297,49,44,0,0.6837
2025_12_23_20_53_46_EVK4_mag7.3,26882300,157,297,48,43,0,0.7081
2025_12_23_20_53_46_EVK4_mag7.3,26922300,157,297,49,42,0,0.7156
2025_12_23_20_53_46_EVK4_mag7.3,26962300,157,297,51,42,0,0.7168
2025_12_23_20_53_46_EVK4_mag7.3,27002300,157,297,51,42,0,0.6996
2025_12_23_20_53_46_EVK4_mag7.3,27042300,157,297,50,42,0,0.7038
2025_12_23_20_53_46_EVK4_mag7.3,27082300,156,297,50,42,0,0.7204
2025_12_23_20_53_46_EVK4_mag7.3,27122300,157,297,51,43,0,0.7175
2025_12_23_20_53_46_EVK4_mag7.3,27162300,157,297,49,42,0,0.7219
2025_12_23_20_53_46_EVK4_mag7.3,27202300,156,297,49,42,0,0.7458
2025_12_23_20_53_46_EVK4_mag7.3,27242300,157,297,49,42,0,0.7407
2025_12_23_20_53_46_EVK4_mag7.3,27282300,157,297,50,43,0,0.7465
2025_12_23_20_53_46_EVK4_mag7.3,27322300,158,297,52,45,0,0.7757
2025_12_23_20_53_46_EVK4_mag7.3,27362300,158,297,53,45,0,0.7512
2025_12_23_20_53_46_EVK4_mag7.3,27402300,158,297,51,45,0,0.728
2025_12_23_20_53_46_EVK4_mag7.3,27442300,163,304,65,56,0,0.7087
2025_12_23_20_53_46_EVK4_mag7.3,27482300,260,348,56,42,0,0.338
2025_12_23_20_53_46_EVK4_mag7.3,27562300,768,429,63,45,0,0.6541
2025_12_23_20_53_46_EVK4_mag7.3,27602300,713,415,90,62,0,0.4275
2025_12_23_20_53_46_EVK4_mag7.3,27642300,676,402,61,49,0,0.5478
2025_12_23_20_53_46_EVK4_mag7.3,27682300,700,403,70,51,0,0.6324
2025_12_23_20_53_46_EVK4_mag7.3,27722300,698,407,74,52,0,0.7073
2025_12_23_20_53_46_EVK4_mag7.3,27762300,674,402,66,51,0,0.7704
2025_12_23_20_53_46_EVK4_mag7.3,27802300,685,400,67,50,0,0.8267
2025_12_23_20_53_46_EVK4_mag7.3,27842300,684,400,65,48,0,0.8734
2025_12_23_20_53_46_EVK4_mag7.3,27882300,673,399,64,50,0,0.7461
2025_12_23_20_53_46_EVK4_mag7.3,27922300,675,394,59,52,0,0.7846
2025_12_23_20_53_46_EVK4_mag7.3,27962300,675,394,59,52,0,0.8046
2025_12_23_20_53_46_EVK4_mag7.3,28002300,671,394,62,56,0,0.6877
2025_12_23_20_53_46_EVK4_mag7.3,28042300,672,393,60,56,0,0.6876
2025_12_23_20_53_46_EVK4_mag7.3,28082300,672,393,62,55,0,0.7099
2025_12_23_20_53_46_EVK4_mag7.3,28122300,664,387,59,54,0,0.6267
2025_12_23_20_53_46_EVK4_mag7.3,28162300,664,386,58,55,0,0.6112
2025_12_23_20_53_46_EVK4_mag7.3,28202300,664,386,58,54,0,0.6517
2025_12_23_20_53_46_EVK4_mag7.3,28242300,662,386,60,54,0,0.6759
2025_12_23_20_53_46_EVK4_mag7.3,28282300,662,380,55,45,0,0.6103
2025_12_23_20_53_46_EVK4_mag7.3,28322300,661,380,56,45,0,0.6768
2025_12_23_20_53_46_EVK4_mag7.3,28362300,659,379,57,47,0,0.7075
2025_12_23_20_53_46_EVK4_mag7.3,28402300,660,379,57,47,0,0.7218
2025_12_23_20_53_46_EVK4_mag7.3,28442300,658,379,60,48,0,0.7237
2025_12_23_20_53_46_EVK4_mag7.3,28482300,657,379,62,49,0,0.7062
2025_12_23_20_53_46_EVK4_mag7.3,28522300,657,379,62,50,0,0.7002
2025_12_23_20_53_46_EVK4_mag7.3,28562300,652,378,55,47,0,0.6855
2025_12_23_20_53_46_EVK4_mag7.3,28602300,651,378,56,50,0,0.6609
2025_12_23_20_53_46_EVK4_mag7.3,28642300,651,373,54,48,0,0.6105
2025_12_23_20_53_46_EVK4_mag7.3,28682300,650,372,54,48,0,0.6607
2025_12_23_20_53_46_EVK4_mag7.3,28722300,650,372,55,50,0,0.6497
2025_12_23_20_53_46_EVK4_mag7.3,28762300,650,372,55,49,0,0.6256
2025_12_23_20_53_46_EVK4_mag7.3,28802300,651,378,56,48,0,0.6329
2025_12_23_20_53_46_EVK4_mag7.3,28842300,650,372,53,46,0,0.685
2025_12_23_20_53_46_EVK4_mag7.3,28882300,651,372,51,44,0,0.6282
2025_12_23_20_53_46_EVK4_mag7.3,28922300,657,378,58,47,0,0.6629
2025_12_23_20_53_46_EVK4_mag7.3,28962300,657,378,57,46,0,0.6492
2025_12_23_20_53_46_EVK4_mag7.3,29002300,657,378,55,43,0,0.6667
2025_12_23_20_53_46_EVK4_mag7.3,29042300,658,378,55,43,0,0.6961
2025_12_23_20_53_46_EVK4_mag7.3,29082300,659,378,56,44,0,0.7032
2025_12_23_20_53_46_EVK4_mag7.3,29122300,659,378,56,45,0,0.712
2025_12_23_20_53_46_EVK4_mag7.3,29162300,659,378,56,44,0,0.7055
2025_12_23_20_53_46_EVK4_mag7.3,29202300,660,378,55,43,0,0.7004
2025_12_23_20_53_46_EVK4_mag7.3,29242300,660,379,54,43,0,0.7334
2025_12_23_20_53_46_EVK4_mag7.3,29282300,660,379,56,44,0,0.7508
2025_12_23_20_53_46_EVK4_mag7.3,29322300,661,379,57,44,0,0.7218
2025_12_23_20_53_46_EVK4_mag7.3,29362300,662,379,58,46,0,0.7232
2025_12_23_20_53_46_EVK4_mag7.3,29402300,662,379,59,46,0,0.736
2025_12_23_20_53_46_EVK4_mag7.3,29442300,662,380,57,44,0,0.7211
2025_12_23_20_53_46_EVK4_mag7.3,29482300,662,380,57,45,0,0.7145
2025_12_23_20_53_46_EVK4_mag7.3,29522300,662,380,57,45,0,0.7133
2025_12_23_20_53_46_EVK4_mag7.3,29562300,662,380,57,45,0,0.712
2025_12_23_20_53_46_EVK4_mag7.3,29602300,662,380,56,45,0,0.7031
2025_12_23_20_53_46_EVK4_mag7.3,29642300,662,380,54,43,0,0.698
2025_12_23_20_53_46_EVK4_mag7.3,29682300,662,380,55,44,0,0.6818
2025_12_23_20_53_46_EVK4_mag7.3,29722300,662,380,53,42,0,0.7015
2025_12_23_20_53_46_EVK4_mag7.3,29762300,662,380,52,42,0,0.7018
2025_12_23_20_53_46_EVK4_mag7.3,29802300,662,380,52,41,0,0.7238
2025_12_23_20_53_46_EVK4_mag7.3,29842300,662,380,53,41,0,0.7272
2025_12_23_20_53_46_EVK4_mag7.3,29882300,663,380,53,41,0,0.7613
2025_12_23_20_53_46_EVK4_mag7.3,29922300,664,379,53,43,0,0.7722
2025_12_23_20_53_46_EVK4_mag7.3,29962300,664,378,51,45,0,0.7423
2025_12_23_20_53_46_EVK4_mag7.3,30002300,669,378,52,46,0,0.731
2025_12_23_20_53_46_EVK4_mag7.3,30042300,669,378,51,45,0,0.7195
2025_12_23_20_53_46_EVK4_mag7.3,30082300,664,379,54,45,0,0.7336
2025_12_23_20_53_46_EVK4_mag7.3,30122300,669,379,54,44,0,0.7248
2025_12_23_20_53_46_EVK4_mag7.3,30162300,664,379,54,43,0,0.7268
2025_12_23_20_53_46_EVK4_mag7.3,30202300,664,379,53,42,0,0.7359
2025_12_23_20_53_46_EVK4_mag7.3,30242300,664,379,52,41,0,0.7532
2025_12_23_20_53_46_EVK4_mag7.3,30282300,664,379,52,42,0,0.768
2025_12_23_20_53_46_EVK4_mag7.3,30322300,664,380,54,43,0,0.7553
2025_12_23_20_53_46_EVK4_mag7.3,30362300,664,380,55,45,0,0.7117
2025_12_23_20_53_46_EVK4_mag7.3,30402300,664,385,56,50,0,0.6773
2025_12_23_20_53_46_EVK4_mag7.3,30442300,670,385,58,51,0,0.671
2025_12_23_20_53_46_EVK4_mag7.3,30482300,664,385,57,50,0,0.6672
